"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Nguyễn Viên Nghi","số 776, đường Lê Mạnh Quảng","phường Kim Giang, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","024777960930","0941078309","hotro@nguyenviennghi.vn","nguyenviennghi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0198325890","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Ðài Linh","số 436, xóm Khánh Hiền","thôn 1, xã Thạch Thán, huyện Quốc Oai","Hà Nội","VN-HN","100000","84","024777941354","0975167517","hotro@hoangðailinh.vn","hoangðailinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0113638322","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tịnh","số 739, xóm 6","thôn Ðiệp Duyên, xã Liên Khê, huyện Thủy Nguyên","Hải Phòng","VN-HP","180000","84","022545068828","0928150251","hotro@nguyentinh.vn","nguyentinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0233016385","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ngọc Tráng Cát","số 446, xóm Ninh Thế","thôn 8, xã An Tiến, huyện An Lão","Hải Phòng","VN-HP","180000","84","02253967605","0915726467","hotro@tranngoctrangcat.vn","tranngoctrangcat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0295845950","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Quân Danh","số 157, đường Đỗ Nam Tân","phường Tân Thuận Tây, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","029645090435","0897404945","hotro@voquandanh.vn","voquandanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0372059757","UIT.IS336.L12.4","company"
"Công ty TNHH Đặng Lâm Bình","số 286, xóm 9","thôn Thạc Trúc, xã Thới Tam Thôn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02937186102","0910075780","hotro@danglambinh.vn","danglambinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0329938401","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trang Cần Trân","số 82, hẻm 68","đường Hạnh Quý, phường Dịch Vọng, quận Cầu Giấy","Hà Nội","VN-HN","100000","84","02422056568","0988236154","hotro@nguyentrangcantran.vn","nguyentrangcantran.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0186792259","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Diễm Khải Uy","số 212, xóm Ngà Thiệu","thôn 3, xã Hạ Bằng, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","024777982539","0991460198","hotro@phamdiemkhaiuy.vn","phamdiemkhaiuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0179551749","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Dũng","số 787, xóm 9","thôn 3, xã Lê Lợi, huyện An Dương","Hải Phòng","VN-HP","180000","84","0225777991927","0940795256","hotro@trandung.vn","trandung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0210554441","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Trà Ðan","số 251, xóm 6","thôn 10, xã Đoàn Xá, huyện Kiến Thụy","Hải Phòng","VN-HP","180000","84","02253798517","0995517545","hotro@votraðan.vn","votraðan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0263814224","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Sơn","số 670, hẻm Cao Thu","đường Nguyễn Sa Hạ, phường Tân Hưng Thuận, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","0287105404","0999343638","hotro@transon.vn","transon.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0312796983","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Ngôn Triết Tùng","số 226, đường Bùi Lễ Uy","phường Thường Thạnh, quận Cái Răng","Cần Thơ","VN-CT","900000","84","0292777940015","0978931708","hotro@lengontriettung.vn","lengontriettung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1835665206","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Huyền Uyên Thúy","số 454, hẻm 22","đường Triết Yên, phường Hòa Khánh Bắc, quận Liên Chiểu","Đà Nẵng","VN-DN","550000","84","023644501236","0939869627","hotro@nguyenhuyenuyenthuy.vn","nguyenhuyenuyenthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0461021161","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Quang","số 845, đường Tấn Khuê","phường Thốt Nốt, quận Thốt Nốt","Cần Thơ","VN-CT","900000","84","029254185632","0964702088","hotro@nguyenquang.vn","nguyenquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1849789830","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Mai","số 109, xóm Công Mạnh","thôn Thuyết Khải, xã Tân Phú, huyện Quốc Oai","Hà Nội","VN-HN","100000","84","0247199779","0939875244","hotro@lemai.vn","lemai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0129588046","UIT.IS336.L12.4","company"
"Công ty TNHH Ty Kim Tiến Mỹ","số 441, hẻm 23","đường Nguyễn Mai Cẩm, phường Trường Lạc, quận Ô Môn","Cần Thơ","VN-CT","900000","84","029222115726","0991786529","hotro@tykimtienmy.vn","tykimtienmy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1873903254","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Văn Tuệ","số 825, xóm Cảnh Thanh","thôn Vân Tấn, xã Tân Viên, huyện An Lão","Hải Phòng","VN-HP","180000","84","02257175617","0983669188","hotro@vuvantue.vn","vuvantue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0248860790","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hân Hạ Nguyệt","số 694, đường Lê Phương Hạnh","phường Trung Văn, quận Nam Từ Liêm","Hà Nội","VN-HN","100000","84","02466964540","0860781220","hotro@nguyenhanhanguyet.vn","nguyenhanhanguyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0155409872","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Toàn","số 770, đường San Hiệp","phường Long Hòa, quận Bình Thủy","Cần Thơ","VN-CT","900000","84","02923702242","0959053529","hotro@nguyentoan.vn","nguyentoan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1857301884","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Trân","số 809, đường Kiểu Kỳ Quý","phường Tân An, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","02927368376","0880919509","hotro@trantran.vn","trantran.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1852746910","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Đăng","số 292, hẻm 79","đường Võ Thanh Thiếu, phường Thụy Phương, quận Bắc Từ Liêm","Hà Nội","VN-HN","100000","84","024777992116","0907337402","hotro@nguyendang.vn","nguyendang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0126637553","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Trang","số 283, đường Nguyễn Vy Giáng","phường Phú Thạnh, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02737184798","0939649597","hotro@phamtrang.vn","phamtrang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0358050325","UIT.IS336.L12.4","company"
"Công ty TNHH Đặng Đức Uyển","số 953, đường Phạm Nhàn Hưng","phường 15, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","02707138917","0948593810","hotro@dangducuyen.vn","dangducuyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0397523660","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Toàn Tuấn","số 95, đường Hoàng Trụ Nhất","phường Vạn Mỹ, quận Ngô Quyền","Hải Phòng","VN-HP","180000","84","02257110882","0992322948","hotro@letoantuan.vn","letoantuan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0289250998","UIT.IS336.L12.4","company"
"Công ty TNHH Khâu Doanh Hiệp","số 699, hẻm Lai Phụng","đường Khương Nguyệt, phường 16, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","02777135380","0888727435","hotro@khaudoanhhiep.vn","khaudoanhhiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0376852787","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hưng Sáng Thạch","số 406, đường Đức Cường","phường An Biên, quận Lê Chân","Hải Phòng","VN-HP","180000","84","0225777960585","0998645458","hotro@nguyenhungsangthach.vn","nguyenhungsangthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0247023756","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Tân Trụ Kiên","số 354, đường Phạm Ðịnh Bá","phường Hàng Bột, quận Đống Đa","Hà Nội","VN-HN","100000","84","02454195397","0962270640","hotro@hoangtantrukien.vn","hoangtantrukien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0132336759","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tuyết","số 491, hẻm 91","đường Nguyễn Trâm Thụy, phường Hàng Đào, quận Hoàn Kiếm","Hà Nội","VN-HN","100000","84","0247390643","0936988645","hotro@nguyentuyet.vn","nguyentuyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0185391685","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Cao Trinh Quyết","số 519, hẻm 30","đường Nguyễn Lĩnh Trang, phường Phú Trung, quận Tân Phú","Hồ Chí Minh","VN-SG","700000","84","02567162625","0908007178","hotro@nguyencaotrinhquyet.vn","nguyencaotrinhquyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0356581339","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Trọng Ðường Thi","số 918, xóm Bình Cao","thôn 6, xã Đặng Cương, huyện An Dương","Hải Phòng","VN-HP","180000","84","022566443683","0921328585","hotro@hoangtrongðuongthi.vn","hoangtrongðuongthi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0269982997","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Ẩn Thu","số 580, hẻm Khiêm Vy","đường Trần Dụng Hảo, phường 4, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","027662980947","0970226044","hotro@buianthu.vn","buianthu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0313738664","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Thương","số 134, đường Nguyễn Tuyến Phương","phường 6, quận Quận 11","Hồ Chí Minh","VN-SG","700000","84","0299777956253","0990438859","hotro@lethuong.vn","lethuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0369685125","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Hoàng Khôi","số 28, xóm 6","thôn 8, xã Trường Sơn, huyện An Lão","Hải Phòng","VN-HP","180000","84","022545000758","0937113384","hotro@vohoangkhoi.vn","vohoangkhoi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0296971870","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tường","số 325, đường Thịnh Duy Vinh","phường 14, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","02517101020","0884599711","hotro@nguyentuong.vn","nguyentuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0338143502","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Diệu Thục","số 398, xóm 9","thôn 7, xã Uy Nỗ, huyện Đông Anh","Hà Nội","VN-HN","100000","84","024777966340","0881147804","hotro@trandieuthuc.vn","trandieuthuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164893021","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Nguyên Dân Hương","số 236, đường Lyly Bích Ðoan","phường Bình Chiểu, quận Thủ Đức","Hồ Chí Minh","VN-SG","700000","84","02357179936","0873824733","hotro@nguyennguyendanhuong.vn","nguyennguyendanhuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0388522745","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Hoạt Thọ Hương","số 816, hẻm Cúc Tân","đường Hạnh Tú, phường Lê Bình, quận Cái Răng","Cần Thơ","VN-CT","900000","84","029266495523","0995966289","hotro@phanhoatthohuong.vn","phanhoatthohuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1819118359","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Tiến Hùng Thạch","số 939, xóm 5","thôn 1, xã Đại Mạch, huyện Đông Anh","Hà Nội","VN-HN","100000","84","0247196116","0990233486","hotro@letienhungthach.vn","letienhungthach.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0119625147","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tuyết Vạn","số 812, xóm 5","thôn 6, xã Nam Sơn, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","024777968028","0933088277","hotro@nguyentuyetvan.vn","nguyentuyetvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0163512330","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Duy","số 717, hẻm 4","đường Nguyễn Hiền Hạo, phường Hòa Khánh Nam, quận Liên Chiểu","Đà Nẵng","VN-DN","550000","84","02363646391","0963076347","hotro@nguyenduy.vn","nguyenduy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0454620326","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Thục Tân","số 905, đường Nguyễn Hường San","phường 19, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","02153610892","0938822503","hotro@vothuctan.vn","vothuctan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0321575260","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Vĩnh Vân Ðạt","số 203, hẻm 33","đường Tùng Phượng, phường Ngọc Thụy, quận Long Biên","Hà Nội","VN-HN","100000","84","024777910374","0990794290","hotro@nguyenvinhvanðat.vn","nguyenvinhvanðat.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0140553194","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Ðăng Hoan Vương","số 801, xóm Xuyến Ðắc","thôn 4, xã Tân Thạnh Tây, huyện Củ Chi","Hồ Chí Minh","VN-SG","700000","84","0233777909676","0869418666","hotro@hoangðanghoanvuong.vn","hoangðanghoanvuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0388123410","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Dương","số 584, đường Hợp Công","phường Hòa Quý, quận Ngũ Hành Sơn","Đà Nẵng","VN-DN","550000","84","023666615132","0906739965","hotro@vuduong.vn","vuduong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0497080322","UIT.IS336.L12.4","company"
"Công ty TNHH Ưng An Sỹ Lam","số 244, xóm 8","thôn 8, xã Quốc Tuấn, huyện An Lão","Hải Phòng","VN-HP","180000","84","0225777944391","0892507269","hotro@ungansylam.vn","ungansylam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0272762029","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Ðoàn Khôi Đăng","số 931, xóm 4","thôn Cơ Vạn, xã Thắng Lợi, huyện Thường Tín","Hà Nội","VN-HN","100000","84","02466935212","0877401150","hotro@tranðoankhoidang.vn","tranðoankhoidang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0172071640","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Quyên Uyên Tâm","số 273, đường Nguyễn Gia Trung","phường Hạ Đình, quận Thanh Xuân","Hà Nội","VN-HN","100000","84","0247365250","0884644101","hotro@nguyenquyenuyentam.vn","nguyenquyenuyentam.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0199566562","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Hãn Trí","số 73, hẻm Nguyệt Thiện","đường Trà Hoàn, phường Đa Kao, quận Quận 1","Hồ Chí Minh","VN-SG","700000","84","025754139717","0993058268","hotro@hoanghantri.vn","hoanghantri.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374809136","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tuyết","số 963, đường Trần Chính Diễm","phường Phù Liễn, quận Kiến An","Hải Phòng","VN-HP","180000","84","02257101084","0998735405","hotro@nguyentuyet.vn","nguyentuyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0272864822","UIT.IS336.L12.4","company"
"Công ty TNHH Đặng Cương Khai Ðan","số 498, hẻm 52","đường Lê Duệ Hạ, phường Hòa Khánh Nam, quận Liên Chiểu","Đà Nẵng","VN-DN","550000","84","02363816560","0880880813","hotro@dangcuongkhaiðan.vn","dangcuongkhaiðan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0486655328","UIT.IS336.L12.4","company"
"Công ty TNHH Mâu Ninh Nghi","số 298, đường Trần Kha Từ","phường Trường Thạnh, quận Quận 9","Hồ Chí Minh","VN-SG","700000","84","0293777996357","0946677344","hotro@mauninhnghi.vn","mauninhnghi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0345771678","UIT.IS336.L12.4","company"
"Công ty TNHH Dương Hòa Thủy","số 554, hẻm 99","đường Lạc Mai Cao, phường Tân Hưng, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","02337107541","0917988432","hotro@duonghoathuy.vn","duonghoathuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0362937866","UIT.IS336.L12.4","company"
"Công ty TNHH Tiếp Quyết Huệ","số 222, hẻm 17","đường Phạm Trác Mạnh, phường 7, quận Gò Vấp","Hồ Chí Minh","VN-SG","700000","84","021854418638","0988302772","hotro@tiepquyethue.vn","tiepquyethue.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0348817218","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Chiêu","số 41, xóm Quế Diễm","thôn 7, xã Bình Phú, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","0247337772","0887875013","hotro@phamchieu.vn","phamchieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0151572153","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Nhân","số 216, đường Nguyễn Nhiên Thành","phường 22, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","02107321711","0992342596","hotro@phamnhan.vn","phamnhan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0310161605","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Ngọc Ban","số 429, đường Nguyễn Hào Lam","phường 1, quận Quận 10","Hồ Chí Minh","VN-SG","700000","84","02527353360","0949809589","hotro@nguyenngocban.vn","nguyenngocban.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0348442442","UIT.IS336.L12.4","company"
"Công ty TNHH Công Thọ Sơn","số 34, xóm 7","thôn 10, xã Đại Đồng, huyện Thạch Thất","Hà Nội","VN-HN","100000","84","02454328724","0959346977","hotro@congthoson.vn","congthoson.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0151557611","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Tân","số 147, đường Hoàng Hòa Ân","phường Cái Khế, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","029244591963","0931192655","hotro@buitan.vn","buitan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1870507619","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hường Lương","số 567, xóm 3","thôn 3, xã Bắc Phú, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","0247393582","0949132923","hotro@nguyenhuongluong.vn","nguyenhuongluong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0199616211","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Cương Bá","số 550, đường Khoa Nhi Thiên","phường 12, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","02183718628","0919080152","hotro@phancuongba.vn","phancuongba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0341165066","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trâm Quyết","số 448, hẻm 92","đường Đỗ Thọ Ngân, phường 11, quận Quận 3","Hồ Chí Minh","VN-SG","700000","84","0270777948755","0974954209","hotro@nguyentramquyet.vn","nguyentramquyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0389388650","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Chí","số 392, xóm 1","thôn 10, xã Thượng Mỗ, huyện Đan Phượng","Hà Nội","VN-HN","100000","84","02454026122","0952158174","hotro@lechi.vn","lechi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0127651976","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Ðiền Thiệu","số 866, hẻm Nhiên Thiệu","đường Lê Ngọc Ðoan, phường Định Công, quận Hoàng Mai","Hà Nội","VN-HN","100000","84","02454121049","0957215192","hotro@hoangðienthieu.vn","hoangðienthieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0154636620","UIT.IS336.L12.4","company"
